ds,yhat,yhat_lower,yhat_upper
2024-05-01,115.50174125449418,80.41923203493775,151.30685814337332
2024-05-02,119.34247005040808,85.33586870992887,152.9780400219186
2024-05-03,118.75955842463921,84.63224466761993,154.56030205795574
2024-05-04,115.70182590255236,82.37383645278847,150.9442477354395
2024-05-05,113.65835825192549,80.61959519846576,148.51312879628253
2024-05-06,114.23371573690231,80.99272797661749,148.73436258443311
2024-05-07,108.80144567440692,74.37486453878634,141.77261099935382
2024-05-08,105.7448565408958,71.591334958256,137.42494714329231
2024-05-09,109.60235204190157,74.08467364517897,144.35430015857554
2024-05-10,109.18378487022356,75.14481935503261,142.92206825770765
2024-05-11,106.43233656908245,71.99471279680118,140.67629366680995
2024-05-12,104.82819691798115,69.9317595716961,139.59587148156066
2024-05-13,105.96403626194464,73.82967874127988,141.98188398017945
2024-05-14,101.19885613874249,66.55543133776862,137.57103129068875
2024-05-15,98.89916583526166,64.84331807595655,132.36084368167684
2024-05-16,103.58477202845191,69.75148343005358,137.11681719650414
2024-05-17,104.04562865268247,72.40504820291875,140.0052851844782
2024-05-18,102.20423984681325,69.31159907515362,135.3533002616628
2024-05-19,101.51987522984288,66.49345368138337,135.91085971426864
2024-05-20,103.56457653645207,69.85441811713441,136.3623735880825
2024-05-21,99.67752674909151,65.77938338578136,131.87661568515736
2024-05-22,98.20671569505842,64.28199277961515,130.11487637870155
2024-05-23,103.65517651676791,69.02648727398172,136.40245198478752
2024-05-24,104.79822868391835,74.23130670688296,136.49254153868904
2024-05-25,103.54621047268591,69.15001948185524,136.92672727961838
2024-05-26,103.34895206817313,69.07749758996773,138.02479701336742
2024-05-27,105.77196225288674,72.76945280043566,142.09065117121602
2024-05-28,102.15089593026262,66.55828227192336,132.94395992358182
2024-05-29,100.83323483415155,65.71581727025772,132.1005960703501
2024-05-30,106.32445651778698,69.28828596500138,141.74616731626782
2024-05-31,107.4051302264477,74.92071212738352,142.13653719530103
2024-06-01,105.9934276972341,73.30885490787533,139.50312782498847
2024-06-02,105.54930715657976,71.27395751020299,136.86762363303833
2024-06-03,107.6503523968231,73.81336292565797,138.6903293202239
2024-06-04,103.64584463827498,70.66086722344541,136.7485103896601
2024-06-05,101.89801122520818,66.86719357682604,136.48841680832498
2024-06-06,106.92773885465189,73.5666790950916,141.67563712997594
2024-06-07,107.53120309944855,73.21648683391105,141.17203598531438
2024-06-08,105.6419156096023,70.84297512478138,137.43940593852093
2024-06-09,104.73446041390189,71.33019513315608,137.22039069916144
2024-06-10,106.39991380045254,75.28305825888323,141.02176542128208
2024-06-11,101.99953717715874,67.0262383602596,138.4420976048416
2024-06-12,99.9056974381483,67.63875866380812,134.17850797020301
2024-06-13,104.6473114877721,68.64589989616381,138.26769418653177
2024-06-14,105.02627390634203,74.00260342565589,141.20830273768672
2024-06-15,102.97937440403378,66.1955308868544,135.75819837912164
